"X";"Well";"WellType";"Replicate";"ThresholddRn";"CtdRn";"Quantitycopies";"RSqdRn";"SlopedRn";"qPCRno";"ProjectNm";"AssIDNo";"spcabbr";"pltno";"qpcrmach";"qpcrrundate";"replno";"smplno";"templvol";"Fixated";"bufferadded";"inctmp";"inctime";"Typesmpl";"templ.vol2";"smplno2";"col.06"
"260";68;"H5";"Unknown";16;0.1317;26.61;8675;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";16;"FNE034";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/1000";3;"FNE034";NA
"261";69;"H6";"Unknown";16;0.1317;26.64;8523;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";16;"FNE034";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/1000";3;"FNE034";NA
"262";70;"H7";"Unknown";16;0.1317;26.59;8788;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";24;"FNE034";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/1000";3;"FNE034";NA
"263";71;"H8";"Unknown";16;0.1317;26.63;8576;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";24;"FNE034";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/1000";3;"FNE034";NA
"264";72;"H9";"Unknown";16;0.1317;26.73;8019;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";24;"FNE034";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/1000";3;"FNE034";NA
"265";73;"A10";"Unknown";17;0.1317;26.11;11950;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";17;"FNE035";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/1000";3;"FNE035";NA
"266";74;"A11";"Unknown";17;0.1317;25.9;13620;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";17;"FNE035";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/1000";3;"FNE035";NA
"267";75;"A12";"Unknown";17;0.1317;26.57;8906;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";17;"FNE035";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/1000";3;"FNE035";NA
"268";76;"B10";"Unknown";18;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";18;"FNE036";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE036";NA
"269";77;"B11";"Unknown";18;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";18;"FNE036";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE036";NA
"270";78;"B12";"Unknown";18;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";18;"FNE036";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE036";NA
"271";79;"C10";"Unknown";19;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";19;"FNE037";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE037";NA
"272";80;"C11";"Unknown";19;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";19;"FNE037";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE037";NA
"273";81;"C12";"Unknown";19;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";19;"FNE037";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE037";NA
"274";82;"D10";"Unknown";20;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";20;"FNE038";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE038";NA
"275";83;"D11";"Unknown";20;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";20;"FNE038";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE038";NA
"276";84;"D12";"Unknown";20;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";20;"FNE038";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE038";NA
"277";85;"E10";"Unknown";21;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";21;"FNE039";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE039";NA
"278";86;"E11";"Unknown";21;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";21;"FNE039";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE039";NA
"279";87;"E12";"Unknown";21;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";21;"FNE039";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE039";NA
"280";88;"F10";"Unknown";22;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";22;"FNE040";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE040";NA
"281";89;"F11";"Unknown";22;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";22;"FNE040";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE040";NA
"282";90;"F12";"Unknown";22;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";22;"FNE040";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE040";NA
"283";91;"G10";"Unknown";23;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";23;"FNE041";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE041";NA
"284";92;"G11";"Unknown";23;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";23;"FNE041";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE041";NA
"285";93;"G12";"Unknown";23;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";23;"FNE041";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE041";NA
"286";94;"H10";"Unknown";24;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";24;"NEK";"3uL";NA;NA;NA;NA;NA;3;"NEK";NA
"287";95;"H11";"Unknown";24;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";24;"NEK";"3uL";NA;NA;NA;NA;NA;3;"NEK";NA
"288";96;"H12";"Unknown";24;0.1317;NA;NA;0.997;-3.604;"qPCR0898";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate03";"mxpro";"qpcrrundate20210927 - Text Report Data";24;"NEK";"3uL";NA;NA;NA;NA;NA;3;"NEK";NA
"289";1;"A1";"Standard";1;0.0599;23.05;30000;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";1;"3E4";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"290";2;"A2";"Standard";1;0.0599;23.12;30000;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";1;"3E4";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"291";3;"A3";"Standard";1;0.0599;22.49;30000;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";1;"3E4";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"292";4;"B1";"Standard";2;0.0599;26.49;3000;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";2;"3E3";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"293";5;"B2";"Standard";2;0.0599;26.27;3000;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";2;"3E3";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"294";6;"B3";"Standard";2;0.0599;26.22;3000;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";2;"3E3";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"295";7;"C1";"Standard";3;0.0599;29.87;300;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";3;"3E2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"296";8;"C2";"Standard";3;0.0599;29.75;300;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";3;"3E2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"297";9;"C3";"Standard";3;0.0599;29.85;300;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";3;"3E2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"298";10;"D1";"Standard";4;0.0599;33.33;30;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";4;"3E1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"299";11;"D2";"Standard";4;0.0599;33.17;30;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";4;"3E1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"300";12;"D3";"Standard";4;0.0599;33.49;30;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";4;"3E1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"301";13;"E1";"Standard";5;0.0599;38.87;3;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";5;"3E0";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"302";14;"E2";"Standard";5;0.0599;35.99;3;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";5;"3E0";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"303";15;"E3";"Standard";5;0.0599;36.64;3;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";5;"3E0";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"304";16;"F1";"Standard";6;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";6;"3E-1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"305";17;"F2";"Standard";6;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";6;"3E-1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"306";18;"F3";"Standard";6;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";6;"3E-1";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"307";19;"G1";"Standard";7;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";7;"3E-2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"308";20;"G2";"Standard";7;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";7;"3E-2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"309";21;"G3";"Standard";7;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";7;"3E-2";"3uL";NA;NA;NA;NA;NA;3;"Standard";"#000000"
"310";22;"H1";"NTC";8;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";8;"NTC";"3uL";NA;NA;NA;NA;NA;3;"NTC";"#DF536B"
"311";23;"H2";"NTC";8;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";8;"NTC";"3uL";NA;NA;NA;NA;NA;3;"NTC";"#DF536B"
"312";24;"H3";"NTC";8;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";8;"NTC";"3uL";NA;NA;NA;NA;NA;3;"NTC";"#DF536B"
"313";25;"A4";"Unknown";9;0.0599;25.19;6348;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";9;"FNE035";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/1000";3;"FNE035";NA
"314";26;"A5";"Unknown";9;0.0599;25.62;4820;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";9;"FNE035";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/1000";3;"FNE035";NA
"315";27;"A6";"Unknown";9;0.0599;25.31;5890;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";9;"FNE035";"3uL";"ATL";"add ATL no heat incub";"22C";"4_hours";"1/1000";3;"FNE035";NA
"316";28;"B4";"Unknown";10;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";10;"FNE036";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE036";NA
"317";29;"B5";"Unknown";10;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";10;"FNE036";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE036";NA
"318";30;"B6";"Unknown";10;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";10;"FNE036";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE036";NA
"319";31;"C4";"Unknown";11;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";11;"FNE037";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE037";NA
"320";32;"C5";"Unknown";11;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";11;"FNE037";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE037";NA
"321";33;"C6";"Unknown";11;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";11;"FNE037";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE037";NA
"322";34;"D4";"Unknown";12;0.0599;38.51;1.15;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";12;"FNE038";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE038";NA
"323";35;"D5";"Unknown";12;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";12;"FNE038";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE038";NA
"324";36;"D6";"Unknown";12;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";12;"FNE038";"3uL";"0.5 RNA";"1.0 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE038";NA
"325";37;"E4";"Unknown";13;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";13;"FNE039";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE039";NA
"326";38;"E5";"Unknown";13;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";13;"FNE039";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE039";NA
"327";39;"E6";"Unknown";13;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";13;"FNE039";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE039";NA
"328";40;"F4";"Unknown";14;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";14;"FNE040";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE040";NA
"329";41;"F5";"Unknown";14;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";14;"FNE040";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE040";NA
"330";42;"F6";"Unknown";14;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";14;"FNE040";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE040";NA
"331";43;"G4";"Unknown";15;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";15;"FNE041";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE041";NA
"332";44;"G5";"Unknown";15;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";15;"FNE041";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE041";NA
"333";45;"G6";"Unknown";15;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";15;"FNE041";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"1/1000";3;"FNE041";NA
"334";46;"H4";"Unknown";16;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";16;"NEK";"3uL";NA;NA;NA;NA;NA;3;"NEK";NA
"335";47;"H5";"Unknown";16;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";16;"NEK";"3uL";NA;NA;NA;NA;NA;3;"NEK";NA
"336";48;"H6";"Unknown";16;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";16;"NEK";"3uL";NA;NA;NA;NA;NA;3;"NEK";NA
"337";49;"A7";"Unknown";17;0.0599;37.14;2.78;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";17;"FNE013.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE013.02";NA
"338";50;"A8";"Unknown";17;0.0599;37.15;2.76;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";17;"FNE013.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE013.02";NA
"339";51;"A9";"Unknown";17;0.0599;35.73;6.92;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";17;"FNE013.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE013.02";NA
"340";52;"A10";"Unknown";17;0.0599;36.8;3.45;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";17;"FNE013.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE013.02";NA
"341";53;"A11";"Unknown";17;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";17;"FNE013.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE013.02";NA
"342";54;"A12";"Unknown";17;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";17;"FNE013.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE013.02";NA
"343";55;"B7";"Unknown";18;0.0599;34.93;11.63;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";18;"FNE014.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE014.02";NA
"344";56;"B8";"Unknown";18;0.0599;NA;NA;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";18;"FNE014.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE014.02";NA
"345";57;"B9";"Unknown";18;0.0599;39.95;0.4501;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";18;"FNE014.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE014.02";NA
"346";58;"B10";"Unknown";18;0.0599;37.62;2.04;0.987;-3.557;"qPCR0900";"NorskFiskeeDNA";"AssID00";"Esoluc";"plate04";"mxpro";"qpcrrundate20210929 - Text Report Data";18;"FNE014.02";"3uL";"1.0 RNA";"0.5 mL RNAgem";"75C";"15_minutes";"Boette - konsentrat";3;"FNE014.02";NA
